key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	recordNumber	identifier	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	gbifID	occurrenceID	taxonID	sex	depthAccuracy	identifiedBy	preparations	samplingProtocol	dynamicProperties	footprintWKT	catalogNumber	networkKeys	decimalLatitude	decimalLongitude	waterBody	associatedSequences	institutionKey	collectionKey	datasetName	geodeticDatum	institutionID	eventRemarks	collectionCode	parentNameUsageID	organismID	institutionCode	locationID	collectionID	coordinateUncertaintyInMeters	recordedBy	locality	language	georeferenceSources	individualCount	modified	fieldNumber	ownerInstitutionCode	occurrenceRemarks	bibliographicCitation	typeStatus	references	dateIdentified	taxonRemarks
3466772818	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862	1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.586+00:00	273	{}	HUMAN_OBSERVATION	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	455.0	ANTARCTICA	{}	2008.0	4.0	9.0	2008-04-09	100.0	100.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:20.586+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	2.0	Individuals	False	[{'identifier': 'ca23a5c6-ea0c-4ac6-8e8f-dd660bbc1aa1'}]	[]	[]	[]	False	ASAC_3010_0071	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ TAN0803/63	NIWA.0071	ca23a5c6-ea0c-4ac6-8e8f-dd660bbc1aa1	urn:lsid:marinespecies.org:taxname:239880	4/9/2008	7000	https://biodiversity.org.au/afd/taxa/03731ccc-f4a0-4228-ab3f-3d45cfd9a422	Species	Pallenopsis kupei	3466772818	ca23a5c6-ea0c-4ac6-8e8f-dd660bbc1aa1	239880	FEMALE	105.0	C. Arango	ETOH - No Formalin	SE - Sled, epibenthic	{materialSampleID:__}	LINESTRING (160.415 -52.4873333, 160.4091667 -52.4838333)	40100																																
1434623101	ee069354-4c2f-4ace-ae26-86243fc0592a	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:01:52.965+00:00	2024-01-29T08:14:50.863+00:00	259	{}	HUMAN_OBSERVATION	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	102.0		{}	2006.0	3.0	11.0	2006-03-11T10:18/2006-03-11T11:28	70.0	70.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-29T08:14:50.863+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '259'}]	[]	[]	[]	True		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	447		259	urn:lsid:marinespecies.org:taxname:239880						1434623101	259			28.0			Epibenthic sled		LINESTRING (162.710833 -66.481667, 162.714833 -66.4845)	50209	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-66.481667	162.710833	Southern Ocean				TAN0602 - Antarctic Biodiversity Studies (Ross Sea, Scott Island, and Balleny Islands) 2006	WGS84			MBIS TAN0602			NIWA			10.0		Borraidaile Island	en		1.0	2015-04-14T00:00:00.000+00:00	TAN0602/447	Ministry for Primary Industries	Gear: Epibenthic sled	Any use of these data should acknowledge NZ OBIS and include the URL nzobis.niwa.co.nz				
1434623152	ee069354-4c2f-4ace-ae26-86243fc0592a	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:01:52.965+00:00	2024-01-29T08:14:51.226+00:00	259	{}	HUMAN_OBSERVATION	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	74.0	ANTARCTICA	{}	2006.0	3.0	11.0	2006-03-11T13:43/2006-03-11T13:53	70.0	70.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-29T08:14:51.226+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '312'}]	[]	[]	[]	True		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	448		312	urn:lsid:marinespecies.org:taxname:239880						1434623152	312			11.0			Epibenthic sled		LINESTRING (162.569833 -66.556833, 162.564333 -66.555333)	50205	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-66.556833	162.569833	Southern Ocean				TAN0602 - Antarctic Biodiversity Studies (Ross Sea, Scott Island, and Balleny Islands) 2006	WGS84			MBIS TAN0602			NIWA			10.0			en		1.0	2015-04-14T00:00:00.000+00:00	TAN0602/448	Ministry for Primary Industries	Gear: Epibenthic sled	Any use of these data should acknowledge NZ OBIS and include the URL nzobis.niwa.co.nz				
4081088748	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.213+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	102.0		{}	2006.0	3.0	11.0	2006-03-11	70.0	70.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.213+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5c52eaa6-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA			5c52eaa6-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:239880						4081088748	5c52eaa6-fa36-11e2-96b3-aa6f927c92a3			28.0	Arango, Claudia	Specimen(s), Ethanol - no formalin = 1	Sled, epibenthic		LINESTRING (162.7108307 -66.4816666, 162.7148285 -66.4844971)	50209	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-66.481667	162.710831					NIWA Invertebrate Collection	WGS84			NIWA			NIWA Invertebrate Collection	TAN0602/447		100.0	NIWA; MFish		en	GPS										
4081111070	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.658+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	74.0	ANTARCTICA	{}	2006.0	3.0	11.0	2006-03-11	70.0	70.0	['COORDINATE_ROUNDED', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.658+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5fe8dad6-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA			5fe8dad6-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:239880						4081111070	5fe8dad6-fa36-11e2-96b3-aa6f927c92a3			11.0	Arango, Claudia	Specimen(s), Ethanol - no formalin = 1	Sled, epibenthic		LINESTRING (162.5698395 -66.5568314, 162.5643311 -66.555336)	50205	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-66.556831	162.56984					NIWA Invertebrate Collection	WGS84			NIWA			NIWA Invertebrate Collection	TAN0602/448		100.0	NIWA; MFish		en	GPS										
462403006	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.490+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1971', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Pallenopsis;Pallenopsidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'W.C. Clark, 1971', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|117453', 'http://rs.tdwg.org/dwc/terms/family': 'Pallenopsidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Pallenopsis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'kupei', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|16257', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pallenopsis kupei W.C. Clark, 1971'}]}	PRESERVED_SPECIMEN	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	599.0		{}	1998.0	8.0	10.0	1998-08-10	222.0	222.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:43.490+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20562'}]	[]	[]	[]	False		Pycnogonida	FJ	[]	[]	OCEANIA	Fiji	EUROPE			http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20562							462403006	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20562			11.0						2008-20562	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	-16.754333	177.675507			6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954		WGS84			IU			MNHN		10.15468/qgvvhd		Bouchet & Richer de Forges-IRD coll.	Bligh Water			1.0	2015-06-19T19:23:01.000+00:00	MUSORSTOM 10/CP1344							
4081142826	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.490+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	126.0		{}	1977.0	1.0	25.0	1977-01-25	25.0	25.0	['MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.490+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5ecb2320-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Pycnogonida		[]	[]			OCEANIA			5ecb2320-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:239880						4081142826	5ecb2320-fa36-11e2-96b3-aa6f927c92a3					Specimen(s), None = 2	Dredge, rock		POINT (167.51 -32.6067)	7474	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-32.6067	167.51					NIWA Invertebrate Collection	WGS84			NIWA			NIWA Invertebrate Collection	P5		500.0	NZOI	Wanganella Bank	en											
4081155720	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.580+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	913.0		{}	1967.0	3.0	23.0	1967-03-23	82.0	82.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.580+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5f4d8f18-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA			5f4d8f18-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:239880						4081155720	5f4d8f18-fa36-11e2-96b3-aa6f927c92a3		FEMALE	0.0		Specimen(s), None = 2	Trawl, Agassiz medium		POINT (178.8 -38.7667)	7473	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-38.7667	178.8					NIWA Invertebrate Collection	WGS84			NIWA			NIWA Invertebrate Collection	E719		500.0	NZOI		en											
1426883971	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:32.883+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	730.0		{}	1967.0	11.0	30.0	1967-11-30	334.0	334.0	[]	2024-01-29T08:15:32.883+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:SWPRON:MBIS:7681'}]	[]	[]	[]	False		Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	2499		urn:catalog:SWPRON:MBIS:7681	urn:lsid:marinespecies.org:taxname:239880						1426883971	urn:catalog:SWPRON:MBIS:7681			0.0	W.C. Clark		Agassiz trawl		POINT (171.0333 -45.8500)	MBIS-urn:catalog:SWPRON:MBIS:7681 Mu 67-142 Pallenopsis kupei	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-45.85	171.0333	Pacific Ocean				MBIS Marine Fauna and Flora observations around New Zealand	WGS84		bottom muddy sand				CU			100.0		Papanui Canyon (Canyon B), off Otago coast	en		10.0	2016-08-31T00:00:00.000+00:00	Mu 67-142		3 males. 7 females	Clark, W.C. (1971) Pycnogonida of the Antipodes Islands, New Zealand Journal of Marine and Freshwater Research, 5:3&4, 427-452				
1426884011	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:32.887+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	770.0		{}	1967.0			1967			[]	2024-01-29T08:15:32.887+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:SWPRON:MBIS:7682'}]	[]	[]	[]	False		Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	2500		urn:catalog:SWPRON:MBIS:7682	urn:lsid:marinespecies.org:taxname:239880						1426884011	urn:catalog:SWPRON:MBIS:7682		MALE	0.0	W.C. Clark		Agassiz trawl		POINT (171.6833 -45.8667)	MBIS-urn:catalog:SWPRON:MBIS:7682 Mu 67-110 Pallenopsis kupei	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-45.8667	171.6833	Pacific Ocean				MBIS Marine Fauna and Flora observations around New Zealand	WGS84		bottom muddy sand				CU			100.0		Papanui Canyon (Canyon D), off Otago coast	en		10.0	2016-08-31T00:00:00.000+00:00	Mu 67-110		3 males. 7 females	Clark, W.C. (1971) Pycnogonida of the Antipodes Islands, New Zealand Journal of Marine and Freshwater Research, 5:3&4, 427-452				
4055770184	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:19.266+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	730.0		{}	1967.0			1967			['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:12:19.266+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2115'}]	[]	[]	[]	True	https://marineinfo.org/id/dataset/5184	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE			WoRMS Editorial Board:WoRMS type localities:sm_id_2115	urn:lsid:marinespecies.org:taxname:239880						4055770184	WoRMS Editorial Board:WoRMS type localities:sm_id_2115									sm_id_2115	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-45.85	171.03						WGS84			WoRMS type localities			WoRMS Editorial Board					Pacific Ocean				2007-06-20T15:52:33.000+00:00				Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pallenopsis kupei</i> Clark, 1971. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239880	HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=2115		
4081179797	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.375+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	155.0		{}	1965.0	2.0	27.0	1965-02-27	58.0	58.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.375+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5cf86fb2-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			5cf86fb2-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:239880						4081179797	5cf86fb2-fa36-11e2-96b3-aa6f927c92a3		FEMALE			Specimen(s), None = 1	Trawl, Agassiz medium		POINT (158.6333 -54.85)	7490	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-54.85	158.6333					NIWA Invertebrate Collection	WGS84			NIWA			NIWA Invertebrate Collection	E237B		500.0	NZOI		en											
4081200659	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.902+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	594.0		{}	1965.0	10.0	11.0	1965-10-11	284.0	284.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.902+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5e54f786-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True		Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA			5e54f786-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:239880						4081200659	5e54f786-fa36-11e2-96b3-aa6f927c92a3		FEMALE		Clark, W.C.	Specimen(s), Isopropanol - orig unknown = 1,  BB NIC Type Room	Trawl, Agassiz medium with sediment sampler		POINT (171.7333 -45.2)	585	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-45.2	171.7333					NIWA Invertebrate Collection	WGS84			NIWA			NIWA Invertebrate Collection	E413		500.0	NZOI		en								PARATYPE		1971-01-01T00:00:00	
4081113412	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.158+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	124.0		{}	1963.0	4.0	23.0	1963-04-23	113.0	113.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.158+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5d3106b0-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			5d3106b0-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:239880						4081113412	5d3106b0-fa36-11e2-96b3-aa6f927c92a3		FEMALE			Specimen(s), None = 1	Dredge, cone mesh with bag		POINT (160.5167 -52.5167)	7475	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-52.5167	160.5167					NIWA Invertebrate Collection	WGS84			NIWA			NIWA Invertebrate Collection	D17		500.0	NZOI		en											
4081134706	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.522+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117518	1	54	354	9477065	3254684	2117433	2117518	2117518	Pallenopsis kupei Clark, 1971	Pallenopsis kupei Clark, 1971	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis kupei	Pallenopsis	kupei	SPECIES	ACCEPTED	NE	315.0	OCEANIA	{}	1962.0	11.0	9.0	1962-11-09	313.0	313.0	['RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.522+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5e52a940-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True		Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA			5e52a940-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:239880						4081134706	5e52a940-fa36-11e2-96b3-aa6f927c92a3		FEMALE		Clark, W.C.	Specimen(s), Isopropanol - orig unknown = 1,  BB NIC Type Room	Dredge, cone, mesh		POINT (178.67 -49.6833)	318	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-49.6833	178.67					NIWA Invertebrate Collection	WGS84			NIWA			NIWA Invertebrate Collection	A740		500.0	NZOI		en								PARATYPE		1971-01-01T00:00:00	
