key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	recordNumber	eventID	identifier	informationWithheld	habitat	footprintWKT	locality	identificationVerificationStatus	collectionCode	gbifID	occurrenceID	taxonID	verbatimDepth	taxonConceptID	http://unknown.org/rightsHolder	continent	datasetID	http://unknown.org/language	http://unknown.org/modified	originalNameUsage	county	nameAccordingTo	infraspecificEpithet	modified	institutionCode	associatedReferences	language	networkKeys	depth	depthAccuracy	identifiedBy	catalogNumber	institutionKey	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	higherGeography	otherCatalogNumbers	dynamicProperties	collectionKey	collectionID	elevation	elevationAccuracy	typeStatus
811981971	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.036+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE	35.8783	-6.5317			{}	1984.0	6.0	1.0	1984-06-01	153.0	153.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.036+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811981971'}]	[]	[]	[]	False	BOUCHET Philippe	WGS84	Pycnogonida	MA	[]	[]	AFRICA	Morocco	EUROPE							Detroit de Gibraltar		bio_dba	811981971	811981971														Ifremer			['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	526.0	0.0	STOCK Jan	24812															
811982026	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:49.943+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE	35.8833	-6.5467			{}	1984.0	6.0	1.0	1984-06-01	153.0	153.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:49.943+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811982026'}]	[]	[]	[]	False	BOUCHET Philippe	WGS84	Pycnogonida	MA	[]	[]	AFRICA	Morocco	EUROPE							Detroit de Gibraltar		bio_dba	811982026	811982026														Ifremer			['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	518.0	0.0	STOCK Jan	25181															
811982028	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:49.942+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE	35.9083	-6.2217			{}	1984.0	6.0	1.0	1984-06-01	153.0	153.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:49.942+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811982028'}]	[]	[]	[]	False	BOUCHET Philippe	WGS84	Pycnogonida	MA	[]	[]	AFRICA	Morocco	EUROPE							Detroit de Gibraltar		bio_dba	811982028	811982028														Ifremer			['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	133.0	0.0	STOCK Jan	25190															
2434363434	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:43.850+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}	1965.0	5.0	30.0	1965-05-30	150.0	150.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:43.850+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3401@CRS'}]	[]	[]	[]	False	Stock J.H.		Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE			ZMA.PYC.3401@CRS						Chelicerata and Myriapoda	2434363434	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3401													2019-03-08T00:00:00.000+00:00				['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			Stock J.H.	ZMA.PYC.3401	0e919a55-08d3-4bd2-aec1-200858fafd92	WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	30 mei 1965	Animalia|Callipallenidae 								
2434361432	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:33.995+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}	1962.0	6.0	6.0	1962-06-06	157.0	157.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:33.995+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3395@CRS'}]	[]	[]	[]	False	Stock J.H.		Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE			ZMA.PYC.3395@CRS						Chelicerata and Myriapoda	2434361432	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3395													2019-03-08T00:00:00.000+00:00				['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			Stock J.H.	ZMA.PYC.3395	0e919a55-08d3-4bd2-aec1-200858fafd92	WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	06 jun 1962	Animalia|Callipallenidae 								
1055928370	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:59.209+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea - Norman Collection: 1911: page 213', 'http://purl.org/dc/terms/created': '1187788018000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/b0fb8c5b-4122-4052-be83-54fee23f0edc'}]}	PRESERVED_SPECIMEN		PRESENT	9087557	1	54	354	9477065	2011	2118112	2118122	2118122	Pallene tiberi Dohrn, 1881	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Pallene	tiberi	SPECIES	SYNONYM	NE	40.839163	14.240169	301.0		{'level0': {'gid': 'ITA', 'name': 'Italy'}, 'level1': {'gid': 'ITA.5_1', 'name': 'Campania'}, 'level2': {'gid': 'ITA.5.4_1', 'name': 'Napoli'}, 'level3': {'gid': 'ITA.5.4.51_1', 'name': 'Napoli'}}	1891.0			1891			['TAXON_MATCH_FUZZY', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:59.209+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2220691'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea - Norman Collection: 1911: page 213', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/b0fb8c5b-4122-4052-be83-54fee23f0edc'}]	[]	[]	False		WGS84	Pycnogonida	IT	[]	[]	EUROPE	Italy	EUROPE			2220691				Township: Naples		ZOO	1055928370	b675cc7c-6cad-4235-aef6-1c8a86c3371e					EUROPE									NHMUK			['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']				1911.11.8	1d808a7c-1f9e-4379-9616-edb749ecf10e						Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Callipallenidae	Europe; Italy	NHMUK:ecatalogue:2220691	"{""associatedMediaCount"": 1, ""barcode"": ""011097885"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": ""Norman Collection"", ""commodity"": null, ""created"": 1309211043000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Pallene tiberii Dohrn, 1881"", ""determinationTypes"": null, ""donorName"": ""Carl August Dohrn (deceased Coleopterist)"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055928370"", ""gbifIssue"": [""TAXON_MATCH_HIGHERRANK""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR12"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"					
1056215552	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:05.226+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea - Norman Collection: 1911: page 290', 'http://purl.org/dc/terms/created': '1187788361000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/42fa9167-637d-4b93-b52a-8e877f29e31d'}]}	PRESERVED_SPECIMEN		PRESENT	9087557	1	54	354	9477065	2011	2118112	2118122	2118122	Pallene tiberi Dohrn, 1881	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Pallene	tiberi	SPECIES	SYNONYM	NE	40.839163	14.240169	301.0		{'level0': {'gid': 'ITA', 'name': 'Italy'}, 'level1': {'gid': 'ITA.5_1', 'name': 'Campania'}, 'level2': {'gid': 'ITA.5.4_1', 'name': 'Napoli'}, 'level3': {'gid': 'ITA.5.4.51_1', 'name': 'Napoli'}}							['TAXON_MATCH_FUZZY', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:19:05.226+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2224297'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea - Norman Collection: 1911: page 290', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/42fa9167-637d-4b93-b52a-8e877f29e31d'}]	[]	[]	False		WGS84	Pycnogonida	IT	[]	[]	EUROPE	Italy	EUROPE			2224297				Township: Naples		ZOO	1056215552	4ccfab19-6ceb-4d6c-b90d-47fd30a6188e					EUROPE									NHMUK			['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']				1911.11.8.4281.M	1d808a7c-1f9e-4379-9616-edb749ecf10e						Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Callipallenidae	Europe; Italy	NHMUK:ecatalogue:2224297	"{""associatedMediaCount"": 1, ""barcode"": ""011097884"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": ""Norman Collection"", ""commodity"": null, ""created"": 1309268751000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Pallene tiberii Dohrn, 1881"", ""determinationTypes"": null, ""donorName"": ""Carl August Dohrn (deceased Coleopterist)"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056215552"", ""gbifIssue"": [""TAXON_MATCH_HIGHERRANK""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""slide"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR12"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"					
4586420507	341b376e-4be6-4476-91f5-3f580af62dc3	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-20T16:48:39.605+00:00	2024-03-20T19:08:57.551+00:00	1	{}	HUMAN_OBSERVATION		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE	43.44014	-1.65372			{}				2020-09-07/2021-09-15	251.0	258.0	['FOOTPRINT_WKT_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-20T19:08:57.551+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '3a214b57-e048-4f23-95ec-98cf52fc1958'}]	[]	[]	[]	False	DE CASAMAJOR Marie-Noëlle (IFREMER)	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE		3a214b57-e048-4f23-95ec-98cf52fc1958	3a214b57-e048-4f23-95ec-98cf52fc1958			POINT(-1.653718632778163 43.44013575147332)		Non réalisable		4586420507	3a214b57-e048-4f23-95ec-98cf52fc1958	381735				EUROPE	ffead436-ffe1-4153-b181-1716a00a9573	fr | en		Callipallene tiberii (Dohrn, 1881)	Pyrenées-Atlantiques (mer territoriale)	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.																									
4586420327	341b376e-4be6-4476-91f5-3f580af62dc3	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-20T16:48:39.605+00:00	2024-03-20T19:08:57.498+00:00	1	{}	HUMAN_OBSERVATION		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE	43.434	-1.66818			{}				2020-09-07/2021-09-15	251.0	258.0	['FOOTPRINT_WKT_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-20T19:08:57.498+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5cf3a06d-acd7-429a-9854-44dfab1998b7'}]	[]	[]	[]	False	DE CASAMAJOR Marie-Noëlle (IFREMER)	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE		5cf3a06d-acd7-429a-9854-44dfab1998b7	5cf3a06d-acd7-429a-9854-44dfab1998b7			POINT(-1.668177100682636 43.43400119703692)		Non réalisable		4586420327	5cf3a06d-acd7-429a-9854-44dfab1998b7	381735				EUROPE	ffead436-ffe1-4153-b181-1716a00a9573	fr | en		Callipallene tiberii (Dohrn, 1881)	Pyrenées-Atlantiques (mer territoriale)	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.																									
4586414002	341b376e-4be6-4476-91f5-3f580af62dc3	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-20T16:48:39.605+00:00	2024-03-20T19:08:57.410+00:00	1	{}	HUMAN_OBSERVATION		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE	43.42445	-1.67256			{}				2020-09-07/2021-09-15	251.0	258.0	['FOOTPRINT_WKT_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-20T19:08:57.410+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5d4e20ea-ba3e-4f49-b58d-87908d307804'}]	[]	[]	[]	False	DE CASAMAJOR Marie-Noëlle (IFREMER)	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE		5d4e20ea-ba3e-4f49-b58d-87908d307804	5d4e20ea-ba3e-4f49-b58d-87908d307804			POINT(-1.672563432693308 43.42444541211322)		Non réalisable		4586414002	5d4e20ea-ba3e-4f49-b58d-87908d307804	381735				EUROPE	ffead436-ffe1-4153-b181-1716a00a9573	fr | en		Callipallene tiberii (Dohrn, 1881)	Pyrenées-Atlantiques (mer territoriale)	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.																									
774193510	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:35.225+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|169822', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tiberi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22369', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene tiberi (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:35.225+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2842'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE			http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2842						IU	774193510	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2842													2016-06-29T17:14:51.000+00:00	MNHN			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			Arnaud F.	2009-2842	6a6ac6c5-1b8a-48db-91a2-f8661274ff80										0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	10.15468/qgvvhd			
774192238	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:36.617+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|169982', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tiberi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22369', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Krapp, F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene tiberi (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:36.617+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2903'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE			http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2903						IU	774192238	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2903													2015-06-19T19:23:01.000+00:00	MNHN			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			Krapp, F.	2009-2903	6a6ac6c5-1b8a-48db-91a2-f8661274ff80										0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	10.15468/qgvvhd			
