key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	gbifID	collectionCode	occurrenceID	higherClassification	decimalLatitude	decimalLongitude	geodeticDatum	typeStatus	sex	locality	institutionCode
2434399497	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:40.462+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1071/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1071_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1071/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2118204	1	54	354	9477065	6313	2118169	2118204	2118204	Ammothella omanensis Stock, 1992	Ammothella omanensis Stock, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella omanensis	Ammothella	omanensis	SPECIES	ACCEPTED	NE	ASIA	{}	1991.0	11.0	14.0	1991-11-14	318.0	318.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:40.462+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1071@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1071_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1071/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Molenbeek & Dekker		WholeOrganism (microscopic slide)	Pycnogonida	OM	[]	[]	ASIA	Oman	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.P.1071@CRS	ZMA.PYC.P.1071	ICZN	Naturalis Biodiversity Center	14 nov. 1991	2434399497	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1071	Animalia				HOLOTYPE	MALE	Dhofar; Khor Rouri	
1059591999	7d8ed137-1d30-42f1-8b78-12a4957e4690	021121c0-f040-11d8-b22f-b8a03c50a862		6047d0d6-f762-11e1-a439-00145eb45e9a	021121c0-f040-11d8-b22f-b8a03c50a862	DE	BIOCASE	2023-09-21T02:23:27.615+00:00	2024-01-25T09:13:03.657+00:00	213	{}	PRESERVED_SPECIMEN		PRESENT	2118204	1	54	354	9477065	6313	2118169	2118204	2118204	Ammothella omanensis Stock, 1992	Ammothella omanensis Stock, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella omanensis	Ammothella	omanensis	SPECIES	ACCEPTED	NE		{}							['INSTITUTION_MATCH_NONE']		2024-01-25T09:13:03.657+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMB/Pyc:Museum für Naturkunde, Berlin - Pycnogonida:275422'}]	[]	[]	[]		False	bartolino			Pycnogonida	YE	[]	[]	ASIA	Yemen	EUROPE			275422				1059591999	Museum für Naturkunde, Berlin - Pycnogonida									ZMB/Pyc
1059591916	7d8ed137-1d30-42f1-8b78-12a4957e4690	021121c0-f040-11d8-b22f-b8a03c50a862		6047d0d6-f762-11e1-a439-00145eb45e9a	021121c0-f040-11d8-b22f-b8a03c50a862	DE	BIOCASE	2023-09-21T02:23:27.615+00:00	2024-01-25T09:13:05.798+00:00	213	{}	PRESERVED_SPECIMEN		PRESENT	2118204	1	54	354	9477065	6313	2118169	2118204	2118204	Ammothella omanensis Stock, 1992	Ammothella omanensis Stock, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella omanensis	Ammothella	omanensis	SPECIES	ACCEPTED	NE		{}							['INSTITUTION_MATCH_NONE']		2024-01-25T09:13:05.798+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMB/Pyc:Museum für Naturkunde, Berlin - Pycnogonida:275423'}]	[]	[]	[]		False	Bartolino			Pycnogonida	YE	[]	[]	ASIA	Yemen	EUROPE			275423				1059591916	Museum für Naturkunde, Berlin - Pycnogonida									ZMB/Pyc
1059591942	7d8ed137-1d30-42f1-8b78-12a4957e4690	021121c0-f040-11d8-b22f-b8a03c50a862		6047d0d6-f762-11e1-a439-00145eb45e9a	021121c0-f040-11d8-b22f-b8a03c50a862	DE	BIOCASE	2023-09-21T02:23:27.615+00:00	2024-01-25T09:13:05.808+00:00	213	{}	PRESERVED_SPECIMEN		PRESENT	2118204	1	54	354	9477065	6313	2118169	2118204	2118204	Ammothella omanensis Stock, 1992	Ammothella omanensis Stock, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella omanensis	Ammothella	omanensis	SPECIES	ACCEPTED	NE		{}							['INSTITUTION_MATCH_NONE']		2024-01-25T09:13:05.808+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMB/Pyc:Museum für Naturkunde, Berlin - Pycnogonida:275424'}]	[]	[]	[]		False	Bartolino			Pycnogonida	YE	[]	[]	ASIA	Yemen	EUROPE			275424				1059591942	Museum für Naturkunde, Berlin - Pycnogonida									ZMB/Pyc
1059591990	7d8ed137-1d30-42f1-8b78-12a4957e4690	021121c0-f040-11d8-b22f-b8a03c50a862		6047d0d6-f762-11e1-a439-00145eb45e9a	021121c0-f040-11d8-b22f-b8a03c50a862	DE	BIOCASE	2023-09-21T02:23:27.615+00:00	2024-01-25T09:13:05.992+00:00	213	{}	PRESERVED_SPECIMEN		PRESENT	2118204	1	54	354	9477065	6313	2118169	2118204	2118204	Ammothella omanensis Stock, 1992	Ammothella omanensis Stock, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella omanensis	Ammothella	omanensis	SPECIES	ACCEPTED	NE		{}							['INSTITUTION_MATCH_NONE']		2024-01-25T09:13:05.992+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMB/Pyc:Museum für Naturkunde, Berlin - Pycnogonida:275425'}]	[]	[]	[]		False	Bartolino			Pycnogonida	YE	[]	[]	ASIA	Yemen	EUROPE			275425				1059591990	Museum für Naturkunde, Berlin - Pycnogonida									ZMB/Pyc
1059591921	7d8ed137-1d30-42f1-8b78-12a4957e4690	021121c0-f040-11d8-b22f-b8a03c50a862		6047d0d6-f762-11e1-a439-00145eb45e9a	021121c0-f040-11d8-b22f-b8a03c50a862	DE	BIOCASE	2023-09-21T02:23:27.615+00:00	2024-01-25T09:13:05.929+00:00	213	{}	PRESERVED_SPECIMEN		PRESENT	2118204	1	54	354	9477065	6313	2118169	2118204	2118204	Ammothella omanensis Stock, 1992	Ammothella omanensis Stock, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella omanensis	Ammothella	omanensis	SPECIES	ACCEPTED	NE		{}							['INSTITUTION_MATCH_NONE']		2024-01-25T09:13:05.929+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMB/Pyc:Museum für Naturkunde, Berlin - Pycnogonida:275426'}]	[]	[]	[]		False	Bartolino			Pycnogonida	YE	[]	[]	ASIA	Yemen	EUROPE			275426				1059591921	Museum für Naturkunde, Berlin - Pycnogonida									ZMB/Pyc
1059591910	7d8ed137-1d30-42f1-8b78-12a4957e4690	021121c0-f040-11d8-b22f-b8a03c50a862		6047d0d6-f762-11e1-a439-00145eb45e9a	021121c0-f040-11d8-b22f-b8a03c50a862	DE	BIOCASE	2023-09-21T02:23:27.615+00:00	2024-01-25T09:13:03.810+00:00	213	{}	PRESERVED_SPECIMEN		PRESENT	2118204	1	54	354	9477065	6313	2118169	2118204	2118204	Ammothella omanensis Stock, 1992	Ammothella omanensis Stock, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella omanensis	Ammothella	omanensis	SPECIES	ACCEPTED	NE		{}							['INSTITUTION_MATCH_NONE']		2024-01-25T09:13:03.810+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMB/Pyc:Museum für Naturkunde, Berlin - Pycnogonida:275427'}]	[]	[]	[]		False	Bartolino			Pycnogonida	YE	[]	[]	ASIA	Yemen	EUROPE			275427				1059591910	Museum für Naturkunde, Berlin - Pycnogonida									ZMB/Pyc
1059592001	7d8ed137-1d30-42f1-8b78-12a4957e4690	021121c0-f040-11d8-b22f-b8a03c50a862		6047d0d6-f762-11e1-a439-00145eb45e9a	021121c0-f040-11d8-b22f-b8a03c50a862	DE	BIOCASE	2023-09-21T02:23:27.615+00:00	2024-01-25T09:13:05.985+00:00	213	{}	PRESERVED_SPECIMEN		PRESENT	2118204	1	54	354	9477065	6313	2118169	2118204	2118204	Ammothella omanensis Stock, 1992	Ammothella omanensis Stock, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella omanensis	Ammothella	omanensis	SPECIES	ACCEPTED	NE		{}							['INSTITUTION_MATCH_NONE']		2024-01-25T09:13:05.985+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMB/Pyc:Museum für Naturkunde, Berlin - Pycnogonida:275428'}]	[]	[]	[]		False	Bartolino			Pycnogonida	YE	[]	[]	ASIA	Yemen	EUROPE			275428				1059592001	Museum für Naturkunde, Berlin - Pycnogonida									ZMB/Pyc
1059591936	7d8ed137-1d30-42f1-8b78-12a4957e4690	021121c0-f040-11d8-b22f-b8a03c50a862		6047d0d6-f762-11e1-a439-00145eb45e9a	021121c0-f040-11d8-b22f-b8a03c50a862	DE	BIOCASE	2023-09-21T02:23:27.615+00:00	2024-01-25T09:13:06.021+00:00	213	{}	PRESERVED_SPECIMEN		PRESENT	2118204	1	54	354	9477065	6313	2118169	2118204	2118204	Ammothella omanensis Stock, 1992	Ammothella omanensis Stock, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella omanensis	Ammothella	omanensis	SPECIES	ACCEPTED	NE		{}							['INSTITUTION_MATCH_NONE']		2024-01-25T09:13:06.021+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMB/Pyc:Museum für Naturkunde, Berlin - Pycnogonida:275429'}]	[]	[]	[]		False	Bartolino			Pycnogonida	YE	[]	[]	ASIA	Yemen	EUROPE			275429				1059591936	Museum für Naturkunde, Berlin - Pycnogonida									ZMB/Pyc
2434362477	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:25.724+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118204	1	54	354	9477065	6313	2118169	2118204	2118204	Ammothella omanensis Stock, 1992	Ammothella omanensis Stock, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella omanensis	Ammothella	omanensis	SPECIES	ACCEPTED	NE	ASIA	{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:25.724+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.205978@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Bartolino	F. Krapp	WholeOrganism (wet specimen)	Pycnogonida	OM	[]	[]	ASIA	Oman	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.205978@CRS	ZMA.PYC.205978	ICZN	Naturalis Biodiversity Center	31 maa 2005	2434362477	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.205978	Animalia|Ammotheidae							
2434399704	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:24.649+00:00	393	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118204	1	54	354	9477065	6313	2118169	2118204	2118204	Ammothella omanensis Stock, 1992	Ammothella omanensis Stock, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella omanensis	Ammothella	omanensis	SPECIES	ACCEPTED	NE	AFRICA	{'level0': {'gid': 'YEM', 'name': 'Yemen'}, 'level1': {'gid': 'YEM.12_1', 'name': 'Hadramawt'}, 'level2': {'gid': 'YEM.12.18_1', 'name': 'Hidaybu'}}							['COORDINATE_ROUNDED', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:24.649+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.205979@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Bartolino	F. Krapp	WholeOrganism (wet specimen)	Pycnogonida	OM	[]	[]	ASIA	Oman	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.205979@CRS	ZMA.PYC.205979	ICZN	Naturalis Biodiversity Center	31 maa 2005	2434399704	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.205979	Animalia|Ammotheidae	12.627778	54.268333	WGS84				
2434400531	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:34.965+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1070/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1070_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1070/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2118204	1	54	354	9477065	6313	2118169	2118204	2118204	Ammothella omanensis Stock, 1992	Ammothella omanensis Stock, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella omanensis	Ammothella	omanensis	SPECIES	ACCEPTED	NE	ASIA	{}				1960-05-31/1991-11-15	152.0	319.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'RECORDED_DATE_INVALID', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:34.965+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1070@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1070_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1070/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False			WholeOrganism (microscopic slide)	Pycnogonida	OM	[]	[]	ASIA	Oman	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.P.1070@CRS	ZMA.PYC.P.1070	ICZN	Naturalis Biodiversity Center	15 nov. 1991	2434400531	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1070	Animalia					MALE	Dhofar; Khor Rouri	
