key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	scientificNameID	institutionID	locality	collectionCode	gbifID	occurrenceID	verbatimIdentification	catalogNumber	institutionCode	locationID	higherClassification	collectionID	sex	stateProvince	higherGeography	modified	verbatimEventDate	county	lifeStage	fieldNumber	verbatimDepth	georeferenceProtocol	verbatimCoordinateSystem	georeferenceRemarks	typeStatus	elevation	elevationAccuracy	datasetID	rightsHolder	acceptedNameUsage	habitat	dynamicProperties	namePublishedInYear	taxonID	ownerInstitutionCode	nameAccordingTo	bibliographicCitation	parentNameUsage	identificationID	nomenclaturalCode
1317597370	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:26.126+00:00	395		{}	PRESERVED_SPECIMEN	6.0	PRESENT	2118109	1	54	354	9477065	2011	2118108	2118109	2118109	Anoropallene palpida (Hilton, 1939)	Anoropallene palpida (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Anoropallene	Anoropallene palpida	Anoropallene	palpida	SPECIES	ACCEPTED	NE	8.97	-79.52				NORTH_AMERICA	{}	North Pacific Ocean, Gulf of Panama	1971.0	11.0	3.0	1971-11-03	307.0	307.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:26.126+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/31178dbdd-8540-4c61-8afd-76f16608cc6e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	M. L. Jones	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/31178dbdd-8540-4c61-8afd-76f16608cc6e		urn:lsid:biocol.org:col:34871	Panama Bay, Panama City, Punta Paitilla, Just E On Point	IZ	1317597370	http://n2t.net/ark:/65665/31178dbdd-8540-4c61-8afd-76f16608cc6e		USNM 154486	USNM	52- 1-2	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	MALE		North Pacific Ocean, Gulf of Panama, Panama	2016-09-30T11:20:00.000+00:00	03 NOV 1971				Intertidal																			
1322305716	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:50.593+00:00	395		{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118109	1	54	354	9477065	2011	2118108	2118109	2118109	Anoropallene palpida (Hilton, 1939)	Anoropallene palpida (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Anoropallene	Anoropallene palpida	Anoropallene	palpida	SPECIES	ACCEPTED	NE						NORTH_AMERICA	{}	North Pacific Ocean, Gulf of California	1969.0	10.0	12.0	1969-10-12	285.0	285.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:50.593+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e1c2bab8-25ed-4a72-97d8-e84705676449'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Fishermen	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)			Pycnogonida	MX	[]	[]	LATIN_AMERICA	Mexico	NORTH_AMERICA	http://n2t.net/ark:/65665/3e1c2bab8-25ed-4a72-97d8-e84705676449		urn:lsid:biocol.org:col:34871	Guasimas Bay, Near Guaymas	IZ	1322305716	http://n2t.net/ark:/65665/3e1c2bab8-25ed-4a72-97d8-e84705676449		USNM 154485	USNM		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		Sonora	North Pacific Ocean, Gulf of California, Mexico, Sonora	2014-10-20T13:50:00.000+00:00	12 OCT 1969																							
1318299018	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:39.319+00:00	395		{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118109	1	54	354	9477065	2011	2118108	2118109	2118109	Anoropallene palpida (Hilton, 1939)	Anoropallene palpida (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Anoropallene	Anoropallene palpida	Anoropallene	palpida	SPECIES	ACCEPTED	NE						NORTH_AMERICA	{}	North Pacific Ocean, Gulf of California	1952.0	2.0	8.0	1952-02-08	39.0	39.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:39.319+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3307ec4cd-5fcd-4fc0-96a2-58aace794afc'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	B. Walker	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)			Pycnogonida	MX	[]	[]	LATIN_AMERICA	Mexico	NORTH_AMERICA	http://n2t.net/ark:/65665/3307ec4cd-5fcd-4fc0-96a2-58aace794afc		urn:lsid:biocol.org:col:34871	Estero 2 Mile W Of Yavarros	IZ	1318299018	http://n2t.net/ark:/65665/3307ec4cd-5fcd-4fc0-96a2-58aace794afc		USNM 154484	USNM	W52-47	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	FEMALE	Sonora	North Pacific Ocean, Gulf of California, Mexico, Sonora	2014-10-20T13:50:00.000+00:00	08 FEB 1952				Intertidal																			
1317767719	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:58.604+00:00	395		{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118109	1	54	354	9477065	2011	2118108	2118109	2118109	Anoropallene palpida (Hilton, 1939)	Anoropallene palpida (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Anoropallene	Anoropallene palpida	Anoropallene	palpida	SPECIES	ACCEPTED	NE							{}	North Pacific Ocean	1938.0			1938			['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:58.604+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/318ffdc33-9e0f-4025-8a74-06aaaf8919a8'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	W. Hilton	Hilton, W. A.	Alcohol (Ethanol)			Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/318ffdc33-9e0f-4025-8a74-06aaaf8919a8		urn:lsid:biocol.org:col:34871	Santa Monica	IZ	1317767719	http://n2t.net/ark:/65665/318ffdc33-9e0f-4025-8a74-06aaaf8919a8		USNM 79419	USNM	820-38	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		California	North Pacific Ocean, United States, California	2013-01-11T15:42:00.000+00:00	-- --- 1938																							
1320267225	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:52.743+00:00	395		{}	PRESERVED_SPECIMEN	1.0	PRESENT	4338558	1	54	354	9477065	2011	2118108	2118109	2118109	Oropallene heterodenta Hilton, 1942	Anoropallene palpida (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Anoropallene	Anoropallene palpida	Oropallene	heterodenta	SPECIES	SYNONYM	NE				3.85	1.15	NORTH_AMERICA	{}	North Pacific Ocean	1933.0	3.0	21.0	1933-03-21	80.0	80.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:52.743+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3878f2d5c-c6ee-46ab-b366-0a884a8775e6'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology		Hilton, W. A.	Alcohol (Ethanol)			Pycnogonida	MX	[]	[]	LATIN_AMERICA	Mexico	NORTH_AMERICA	http://n2t.net/ark:/65665/3878f2d5c-c6ee-46ab-b366-0a884a8775e6		urn:lsid:biocol.org:col:34871	Santa Maria Bay	IZ	1320267225	http://n2t.net/ark:/65665/3878f2d5c-c6ee-46ab-b366-0a884a8775e6		USNM 79429	USNM	126-33	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		Baja California	North Pacific Ocean, Mexico, Baja California	2013-01-11T15:38:00.000+00:00	21 MAR 1933								HOLOTYPE															
4399468079	bdad918c-470b-4c4e-a146-6a39caacf989	ff90b050-c256-11db-b71b-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	e081c7d7-2dab-42fd-94c4-9f275767fe7d	ff90b050-c256-11db-b71b-b8a03c50a862	MX	EML	2024-04-11T19:31:04.865+00:00	2024-04-11T19:33:45.552+00:00	330	SNIB-P104-P104805F-ND	{}	MATERIAL_CITATION		PRESENT	2118109	1	54	354	9477065	2011	2118108	2118109	2118109	Anoropallene palpida (Hilton, 1939)	Anoropallene palpida (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Anoropallene	Anoropallene palpida	Anoropallene	palpida	SPECIES	ACCEPTED	NE	26.666667	-109.616667	60.0	0.0	0.0	NORTH_AMERICA	{}								['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'TYPE_STATUS_INVALID', 'INSTITUTION_MATCH_NONE']	2024-04-11T19:33:45.552+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6c44b6b9f301d475fc5276a12253a480'}]	[]	[]	[]			False	Formación de una base de datos de la biodiversidad de fauna marina y costera en el Golfo de California	NO DISPONIBLE	NO DISPONIBLE			WGS84	Pycnogonida	MX	[]	[]	LATIN_AMERICA	Mexico	LATIN_AMERICA	6c44b6b9f301d475fc5276a12253a480	18270	1	NO DISPONIBLE	NO APLICA	4399468079	6c44b6b9f301d475fc5276a12253a480		NO APLICA	NO DISPONIBLE	148	Animalia; Arthropoda; Pycnogonida; Pantopoda; Callipallenidae; Anoropallene	4626				2021-03-19T00:00:00.000+00:00							grados minutos segundos			0.0	0.0	6c44b6b9f301d475fc5276a12253a480	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Anoropallene palpida	Béntico (bentónico). Costero. Zona entremareas ('litoral')	CalidadInf - Calidad de la información de los registros extremos en el Golfo de California.: Registro en el Golfo de California confiable LocalidadTipo - Descripción de la localidad tipo.: United States of America, California, Santa Elena Consultor: No se aplica Revisor: J. Alonso Esparza & S. Ivonne Delgado	1939	e365c2a26acd174ce5775b02bf71d57c	NO DISPONIBLE	Ramírez-Tello, Tello-Musi & López-García, 2022	Findley L. T., M. E. Hendrickx, R. C. Brusca, A. M. Van der Heiden, P. A. Hastings y J. Torre. 1998. Formación de una base de datos de la biodiversidad de fauna marina y costera en el Golfo de California. Centro de Investigación y Desarrollo de los Recursos Naturales de Sonora. Bases de datos SNIB-CONABIO, proyecto P104. México, D. F.	Anoropallene	5675	
4399472753	bdad918c-470b-4c4e-a146-6a39caacf989	ff90b050-c256-11db-b71b-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	e081c7d7-2dab-42fd-94c4-9f275767fe7d	ff90b050-c256-11db-b71b-b8a03c50a862	MX	EML	2024-04-11T19:31:04.865+00:00	2024-04-11T19:33:46.429+00:00	330	SNIB-P104-P104805F-ND	{}	MATERIAL_CITATION		PRESENT	2118109	1	54	354	9477065	2011	2118108	2118109	2118109	Anoropallene palpida (Hilton, 1939)	Anoropallene palpida (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Anoropallene	Anoropallene palpida	Anoropallene	palpida	SPECIES	ACCEPTED	NE	24.733333	-112.55	60.0	0.0	0.0		{}								['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'TYPE_STATUS_INVALID', 'INSTITUTION_MATCH_NONE']	2024-04-11T19:33:46.429+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '803af3a04f1cbb78ba77749196955a6f'}]	[]	[]	[]			False	Formación de una base de datos de la biodiversidad de fauna marina y costera en el Golfo de California	NO DISPONIBLE	NO DISPONIBLE			WGS84	Pycnogonida	MX	[]	[]	LATIN_AMERICA	Mexico	LATIN_AMERICA	803af3a04f1cbb78ba77749196955a6f	18270	1	NO DISPONIBLE	NO APLICA	4399472753	803af3a04f1cbb78ba77749196955a6f		NO APLICA	NO DISPONIBLE	148	Animalia; Arthropoda; Pycnogonida; Pantopoda; Callipallenidae; Anoropallene	4626				2021-03-19T00:00:00.000+00:00							grados minutos segundos			0.0	0.0	803af3a04f1cbb78ba77749196955a6f	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Anoropallene palpida	Béntico (bentónico). Costero. Zona entremareas ('litoral')	CalidadInf - Calidad de la información de los registros extremos en el Golfo de California.: Registro en el Golfo de California confiable LocalidadTipo - Descripción de la localidad tipo.: United States of America, California, Santa Elena Consultor: No se aplica Revisor: J. Alonso Esparza & S. Ivonne Delgado	1939	e365c2a26acd174ce5775b02bf71d57c	NO DISPONIBLE	Ramírez-Tello, Tello-Musi & López-García, 2022	Findley L. T., M. E. Hendrickx, R. C. Brusca, A. M. Van der Heiden, P. A. Hastings y J. Torre. 1998. Formación de una base de datos de la biodiversidad de fauna marina y costera en el Golfo de California. Centro de Investigación y Desarrollo de los Recursos Naturales de Sonora. Bases de datos SNIB-CONABIO, proyecto P104. México, D. F.	Anoropallene	1051	
4399472324	bdad918c-470b-4c4e-a146-6a39caacf989	ff90b050-c256-11db-b71b-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	e081c7d7-2dab-42fd-94c4-9f275767fe7d	ff90b050-c256-11db-b71b-b8a03c50a862	MX	EML	2024-04-11T19:31:04.865+00:00	2024-04-11T19:33:46.299+00:00	330	SNIB-P104-P104805F-ND	{}	MATERIAL_CITATION		PRESENT	2118109	1	54	354	9477065	2011	2118108	2118109	2118109	Anoropallene palpida (Hilton, 1939)	Anoropallene palpida (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Anoropallene	Anoropallene palpida	Anoropallene	palpida	SPECIES	ACCEPTED	NE	27.833333	-110.583333	60.0	0.0	0.0	NORTH_AMERICA	{'level0': {'gid': 'MEX', 'name': 'México'}, 'level1': {'gid': 'MEX.26_1', 'name': 'Sonora'}, 'level2': {'gid': 'MEX.26.30_2', 'name': 'Guaymas'}}								['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'TYPE_STATUS_INVALID', 'INSTITUTION_MATCH_NONE']	2024-04-11T19:33:46.299+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ea2727dea49dc0417d674bd5d3bd923d'}]	[]	[]	[]			False	Formación de una base de datos de la biodiversidad de fauna marina y costera en el Golfo de California	NO DISPONIBLE	NO DISPONIBLE			WGS84	Pycnogonida	MX	[]	[]	LATIN_AMERICA	Mexico	LATIN_AMERICA	ea2727dea49dc0417d674bd5d3bd923d	18270	1	NO DISPONIBLE	NO APLICA	4399472324	ea2727dea49dc0417d674bd5d3bd923d		NO APLICA	NO DISPONIBLE	148	Animalia; Arthropoda; Pycnogonida; Pantopoda; Callipallenidae; Anoropallene	4626				2022-12-02T00:00:00.000+00:00							grados minutos segundos			0.0	0.0	ea2727dea49dc0417d674bd5d3bd923d	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Anoropallene palpida	Béntico (bentónico). Costero. Zona entremareas ('litoral')	CalidadInf - Calidad de la información de los registros extremos en el Golfo de California.: Registro en el Golfo de California confiable LocalidadTipo - Descripción de la localidad tipo.: United States of America, California, Santa Elena Consultor: No se aplica Revisor: J. Alonso Esparza & S. Ivonne Delgado	1939	e365c2a26acd174ce5775b02bf71d57c	NO DISPONIBLE	Ramírez-Tello, Tello-Musi & López-García, 2022	Findley L. T., M. E. Hendrickx, R. C. Brusca, A. M. Van der Heiden, P. A. Hastings y J. Torre. 1998. Formación de una base de datos de la biodiversidad de fauna marina y costera en el Golfo de California. Centro de Investigación y Desarrollo de los Recursos Naturales de Sonora. Bases de datos SNIB-CONABIO, proyecto P104. México, D. F.	Anoropallene	2647	
2434399605	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:17.596+00:00	393		{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1132/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1132_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1132/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	4338557	1	54	354	9477065	2011	2118108	2118109	2118109	Anoropallene crenispina Stock, 1956	Anoropallene palpida (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Anoropallene	Anoropallene palpida	Anoropallene	crenispina	SPECIES	SYNONYM	NE						NORTH_AMERICA	{}								['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:17.596+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1132@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1132_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1132/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False				WholeOrganism (microscopic slide)			Pycnogonida	GT	[]	[]	LATIN_AMERICA	Guatemala	EUROPE	ZMA.PYC.P.1132@CRS		Naturalis Biodiversity Center	Ocos	Chelicerata and Myriapoda	2434399605	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1132		ZMA.PYC.P.1132			Animalia		MALE			2020-04-03T00:00:00.000+00:00									PARATYPE				Naturalis Biodiversity Center											ICZN
2434402429	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:31.327+00:00	393		{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1144/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1144_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1144/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	4338557	1	54	354	9477065	2011	2118108	2118109	2118109	Anoropallene crenispina Stock, 1956	Anoropallene palpida (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Anoropallene	Anoropallene palpida	Anoropallene	crenispina	SPECIES	SYNONYM	NE						NORTH_AMERICA	{}								['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:31.327+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1144@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1144_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1144/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False				WholeOrganism (microscopic slide)			Pycnogonida	GT	[]	[]	LATIN_AMERICA	Guatemala	EUROPE	ZMA.PYC.P.1144@CRS		Naturalis Biodiversity Center	Ocos	Chelicerata and Myriapoda	2434402429	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1144		ZMA.PYC.P.1144			Animalia		MALE			2020-04-03T00:00:00.000+00:00									PARATYPE				Naturalis Biodiversity Center											ICZN
