key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	projectId	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	organismQuantity	organismQuantityType	scientificNameID	verbatimEventDate	footprintWKT	language	type	lifeStage	identificationRemarks	sex	modified	datasetName	recordNumber	associatedReferences	verbatimLocality	datasetID	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	dateIdentified	stateProvince	otherCatalogNumbers	establishmentMeans	higherGeography	references	dynamicProperties	georeferenceVerificationStatus	eventTime	accessRights	higherClassification	bibliographicCitation	habitat	verbatimCoordinateSystem	island	coordinatePrecision	acceptedNameUsage	locationRemarks	nameAccordingTo	georeferenceProtocol	locationID	occurrenceRemarks	county	typeStatus	http://unknown.org/language	originalNameUsage	identificationVerificationStatus	http://unknown.org/orders	associatedSequences	verbatimIdentification	rightsHolder	nomenclaturalCode	disposition
4081061465	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.105+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	5166782	1	54	354	9477065	6313	2118547	5166782	5166782	Ammothea clausi Pfeffer, 1889	Ammothea clausi Pfeffer, 1889	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea clausi	Ammothea	clausi	SPECIES	ACCEPTED	NE	-77.6167	166.3333	{}		1959.0	2.0	6.0	1959-02-06	37.0	37.0	['RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.105+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5e99327a-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]			False	NZOI		Specimen(s), Unknown = 1	Trawl, Agassiz small	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5e99327a-fa36-11e2-96b3-aa6f927c92a3		Cape Evans, Ross Sea		NIWA	4081061465	5e99327a-fa36-11e2-96b3-aa6f927c92a3		4913	NIWA Invertebrate Collection					500.0	121.0	48.0	ANTARCTICA			urn:lsid:marinespecies.org:taxname:172907		POINT (166.3333 -77.6167)	en						NIWA Invertebrate Collection																														A471												
4081155562	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.216+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	5166782	1	54	354	9477065	6313	2118547	5166782	5166782	Ammothea clausi Pfeffer, 1889	Ammothea clausi Pfeffer, 1889	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea clausi	Ammothea	clausi	SPECIES	ACCEPTED	NE	-76.1167	168.1667	{}		1958.0	2.0	19.0	1958-02-19	50.0	50.0	['MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.216+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5f39963e-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]			False			Specimen(s), Unknown = 1		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5f39963e-fa36-11e2-96b3-aa6f927c92a3				NIWA	4081155562	5f39963e-fa36-11e2-96b3-aa6f927c92a3		4876	NIWA Invertebrate Collection					500.0	0.0	0.0	ANTARCTICA			urn:lsid:marinespecies.org:taxname:172907		POINT (168.1667 -76.1167)	en						NIWA Invertebrate Collection																														Z4018												
1317591410	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:56.029+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166782	1	54	354	9477065	6313	2118547	5166782	5166782	Ammothea clausi Pfeffer, 1889	Ammothea clausi Pfeffer, 1889	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea clausi	Ammothea	clausi	SPECIES	ACCEPTED	NE	-74.65	165.87	{}	Antarctic Ocean, Ross Sea	1958.0	11.0	30.0	1958-11-30	334.0	334.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:36:56.029+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/31136246a-9ec7-416d-a451-b49689b3a1ce'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Stanford University	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/31136246a-9ec7-416d-a451-b49689b3a1ce	urn:lsid:biocol.org:col:34871	Victoria Land, Borchgrevink Coast, Cape Washington	USARP/GL/GLD-13	IZ	1317591410	http://n2t.net/ark:/65665/31136246a-9ec7-416d-a451-b49689b3a1ce		USNM 122262	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			165.0	0.0												2013-10-22T16:30:00.000+00:00	NMNH Extant Biology														Antarctic Ocean, Ross Sea, Antarctica						Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Degrees Minutes Seconds						unknown, from legacy	GLD-13												
1318169674	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:58.532+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166782	1	54	354	9477065	6313	2118547	5166782	5166782	Ammothea clausi Pfeffer, 1889	Ammothea clausi Pfeffer, 1889	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea clausi	Ammothea	clausi	SPECIES	ACCEPTED	NE	-74.65	165.87	{}	Antarctic Ocean, Ross Sea	1958.0	11.0	30.0	1958-11-30	334.0	334.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:58.532+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32ac38957-f62f-4996-88ac-d93d0c7a3548'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Stanford University	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/32ac38957-f62f-4996-88ac-d93d0c7a3548	urn:lsid:biocol.org:col:34871	Victoria Land, Borchgrevink Coast, Cape Washington	USARP/GL/GLD-13	IZ	1318169674	http://n2t.net/ark:/65665/32ac38957-f62f-4996-88ac-d93d0c7a3548		USNM 122263	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			165.0	0.0												2013-10-22T16:30:00.000+00:00	NMNH Extant Biology														Antarctic Ocean, Ross Sea, Antarctica						Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Degrees Minutes Seconds						unknown, from legacy	GLD-13												
1318191331	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:07.698+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166782	1	54	354	9477065	6313	2118547	5166782	5166782	Ammothea clausi Pfeffer, 1889	Ammothea clausi Pfeffer, 1889	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea clausi	Ammothea	clausi	SPECIES	ACCEPTED	NE	-74.65	165.87	{}	Antarctic Ocean, Ross Sea	1958.0	11.0	30.0	1958-11-30	334.0	334.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:07.698+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32bba38cc-f4d6-4b7f-9930-e9727adb1cdc'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Stanford University	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/32bba38cc-f4d6-4b7f-9930-e9727adb1cdc	urn:lsid:biocol.org:col:34871	Victoria Land, Borchgrevink Coast, Cape Washington	USARP/GL/GLD-13	IZ	1318191331	http://n2t.net/ark:/65665/32bba38cc-f4d6-4b7f-9930-e9727adb1cdc		USNM 122265	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			165.0	0.0												2013-10-22T16:30:00.000+00:00	NMNH Extant Biology														Antarctic Ocean, Ross Sea, Antarctica						Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Degrees Minutes Seconds						unknown, from legacy	GLD-13												
1318398242	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:38.386+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166782	1	54	354	9477065	6313	2118547	5166782	5166782	Ammothea clausi Pfeffer, 1889	Ammothea clausi Pfeffer, 1889	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea clausi	Ammothea	clausi	SPECIES	ACCEPTED	NE	-74.65	165.87	{}	Antarctic Ocean, Ross Sea	1958.0	11.0	30.0	1958-11-30	334.0	334.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:38.386+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/334e4fa22-46f8-4ff7-8e50-c8359e0f8700'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Stanford University	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/334e4fa22-46f8-4ff7-8e50-c8359e0f8700	urn:lsid:biocol.org:col:34871	Victoria Land, Borchgrevink Coast, Cape Washington	USARP/GL/GLD-13	IZ	1318398242	http://n2t.net/ark:/65665/334e4fa22-46f8-4ff7-8e50-c8359e0f8700		USNM 122259	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			165.0	0.0												2013-10-22T16:30:00.000+00:00	NMNH Extant Biology														Antarctic Ocean, Ross Sea, Antarctica						Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Degrees Minutes Seconds						unknown, from legacy	GLD-13												
1319083494	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:50.661+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166782	1	54	354	9477065	6313	2118547	5166782	5166782	Ammothea clausi Pfeffer, 1889	Ammothea clausi Pfeffer, 1889	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea clausi	Ammothea	clausi	SPECIES	ACCEPTED	NE	-77.8372	166.585	{}	Antarctic Ocean, Ross Sea	1958.0	11.0	23.0	1958-11-23	327.0	327.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:50.661+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/35334d96c-106d-4d7c-a91d-bdcf43697bc9'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Stanford University	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/35334d96c-106d-4d7c-a91d-bdcf43697bc9	urn:lsid:biocol.org:col:34871	Victoria Land, Mcmurdo Sound, Ross Island, North Of Hut Point	--/--/B-23NOV/STANFORD	IZ	1319083494	http://n2t.net/ark:/65665/35334d96c-106d-4d7c-a91d-bdcf43697bc9		USNM 122280	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			115.0	0.0	ANTARCTICA				23 NOV 1958							2016-06-24T15:16:00.000+00:00	NMNH Extant Biology														Antarctic Ocean, Ross Sea, Antarctica						Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Degrees Minutes Seconds						unknown, from legacy	B-23NOV												
1319728691	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:57.794+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166782	1	54	354	9477065	6313	2118547	5166782	5166782	Ammothea clausi Pfeffer, 1889	Ammothea clausi Pfeffer, 1889	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea clausi	Ammothea	clausi	SPECIES	ACCEPTED	NE	-74.65	165.87	{}	Antarctic Ocean, Ross Sea	1958.0	11.0	30.0	1958-11-30	334.0	334.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:57.794+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/36fbdca6b-ccf6-4146-a31a-e1fe5693aa32'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Stanford University	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/36fbdca6b-ccf6-4146-a31a-e1fe5693aa32	urn:lsid:biocol.org:col:34871	Victoria Land, Borchgrevink Coast, Cape Washington	USARP/GL/GLD-13	IZ	1319728691	http://n2t.net/ark:/65665/36fbdca6b-ccf6-4146-a31a-e1fe5693aa32		USNM 122264	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			165.0	0.0												2013-10-22T16:30:00.000+00:00	NMNH Extant Biology														Antarctic Ocean, Ross Sea, Antarctica						Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Degrees Minutes Seconds						unknown, from legacy	GLD-13												
1320573354	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:51.297+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166782	1	54	354	9477065	6313	2118547	5166782	5166782	Ammothea clausi Pfeffer, 1889	Ammothea clausi Pfeffer, 1889	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea clausi	Ammothea	clausi	SPECIES	ACCEPTED	NE	-74.65	165.87	{}	Antarctic Ocean, Ross Sea	1958.0	11.0	30.0	1958-11-30	334.0	334.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:51.297+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3951b3a12-80fe-4e8a-848e-b63994b910b8'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Stanford University	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3951b3a12-80fe-4e8a-848e-b63994b910b8	urn:lsid:biocol.org:col:34871	Victoria Land, Borchgrevink Coast, Cape Washington	USARP/GL/GLD-13	IZ	1320573354	http://n2t.net/ark:/65665/3951b3a12-80fe-4e8a-848e-b63994b910b8		USNM 122266	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			165.0	0.0												2013-10-22T16:30:00.000+00:00	NMNH Extant Biology														Antarctic Ocean, Ross Sea, Antarctica						Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Degrees Minutes Seconds						unknown, from legacy	GLD-13												
1321047331	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:06.382+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166782	1	54	354	9477065	6313	2118547	5166782	5166782	Ammothea clausi Pfeffer, 1889	Ammothea clausi Pfeffer, 1889	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea clausi	Ammothea	clausi	SPECIES	ACCEPTED	NE	-77.8372	166.585	{}	Antarctic Ocean, Ross Sea	1958.0	11.0	22.0	1958-11-22	326.0	326.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:06.382+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3aa0e6f46-2576-477d-9aeb-f03653913f4b'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Stanford University	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3aa0e6f46-2576-477d-9aeb-f03653913f4b	urn:lsid:biocol.org:col:34871	Victoria Land, Mcmurdo Sound, Ross Island, North Of Hut Point	--/--/B-22NOV/STANFORD	IZ	1321047331	http://n2t.net/ark:/65665/3aa0e6f46-2576-477d-9aeb-f03653913f4b		USNM 122279	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			115.0	0.0	ANTARCTICA				22 NOV 1958							2016-06-24T15:17:00.000+00:00	NMNH Extant Biology														Antarctic Ocean, Ross Sea, Antarctica						Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Degrees Minutes Seconds						unknown, from legacy	B-22NOV												
1321727307	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:36.114+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166782	1	54	354	9477065	6313	2118547	5166782	5166782	Ammothea clausi Pfeffer, 1889	Ammothea clausi Pfeffer, 1889	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea clausi	Ammothea	clausi	SPECIES	ACCEPTED	NE	-74.65	165.87	{}	Antarctic Ocean, Ross Sea	1958.0	11.0	30.0	1958-11-30	334.0	334.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:36.114+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c81ee243-3f55-4fe1-af7c-c50ba2747e4f'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Stanford University	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3c81ee243-3f55-4fe1-af7c-c50ba2747e4f	urn:lsid:biocol.org:col:34871	Victoria Land, Borchgrevink Coast, Cape Washington	USARP/GL/GLD-13	IZ	1321727307	http://n2t.net/ark:/65665/3c81ee243-3f55-4fe1-af7c-c50ba2747e4f		USNM 122268	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			165.0	0.0												2013-10-22T16:30:00.000+00:00	NMNH Extant Biology														Antarctic Ocean, Ross Sea, Antarctica						Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Degrees Minutes Seconds						unknown, from legacy	GLD-13												
1321753732	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:41.396+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166782	1	54	354	9477065	6313	2118547	5166782	5166782	Ammothea clausi Pfeffer, 1889	Ammothea clausi Pfeffer, 1889	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea clausi	Ammothea	clausi	SPECIES	ACCEPTED	NE	-77.8372	166.585	{}	Antarctic Ocean, Ross Sea	1958.0	11.0	23.0	1958-11-23	327.0	327.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:41.396+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c94c43e8-7cc6-4c30-aa0e-98633e57c389'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Stanford University	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3c94c43e8-7cc6-4c30-aa0e-98633e57c389	urn:lsid:biocol.org:col:34871	Victoria Land, Mcmurdo Sound, Ross Island, North Of Hut Point	--/--/B-23NOV/STANFORD	IZ	1321753732	http://n2t.net/ark:/65665/3c94c43e8-7cc6-4c30-aa0e-98633e57c389		USNM 122278	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			115.0	0.0	ANTARCTICA				23 NOV 1958							2016-06-24T15:15:00.000+00:00	NMNH Extant Biology														Antarctic Ocean, Ross Sea, Antarctica						Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Degrees Minutes Seconds						unknown, from legacy	B-23NOV												
